Service Name,Physical Address,Suburb,Physical State,Postal Code,2018 Aged Care Planning Region (ACPR) Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,2016 LGA Name,2016 LGA Code,2017 PHN Code,2017 PHN Name,Latitude,Longitude,2023/24 FY Australian Government Funding,Overall Star Rating,Residents' Experience rating,Compliance rating,Staffing rating,Quality Measures rating
Holmwood Aged Care,"17-23 Lalors ROAD, HEALESVILLE, VIC, 3777",HEALESVILLE,VIC,3777,202,Eastern Metro,Residential,100,0,0,Bonnie Bridge Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21276,Healesville - Yarra Glen,21105,Yarra Ranges,Yarra Ranges (S),27450,PHN202,Eastern Melbourne,-37.661943,145.515986,7507433.1,4.0,3.0,5.0,3.0,3.0
Baptcare - Hedley Sutton Community,"19 Canterbury ROAD, CAMBERWELL, VIC, 3124",CAMBERWELL,VIC,3124,202,Eastern Metro,Residential,100,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21155,Surrey Hills (West) - Canterbury,20701,Boroondara,Boroondara (C),21110,PHN202,Eastern Melbourne,-37.821719,145.062628,8126994.07,4.0,3.0,5.0,3.0,3.0
Chaffey Aged Care,"2 Main Avenue North MERBEIN, VIC, 3505",MERBEIN,VIC,3505,206,Loddon-Mallee,Residential,100,0,0,Rural Care Australia Ltd,Community Based,Outer Regional Australia,3,21396,Merbein,21502,Mildura,Mildura (RC),24780,PHN205,Murray,-34.1652929,142.0555989,9366465.8,3.0,3.0,5.0,1.0,2.0
Chestnut Gardens Aged Care Home,"1 Chestnut ROAD, DOVETON, VIC, 3177",DOVETON,VIC,3177,208,Southern Metro,Residential,100,0,0,Monash Health,State Government,Major Cities of Australia,1,21295,Doveton,21202,Casey - North,Casey (C),21610,PHN203,South Eastern Melbourne,-37.995301,145.23294,10813588.35,4.0,3.0,5.0,5.0,2.0
Bupa Mildura,"514 Deakin AVENUE, MILDURA, VIC, 3500",MILDURA,VIC,3500,206,Loddon-Mallee,Residential,100,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,3,21470,Mildura - South,21502,Mildura,Mildura (RC),24780,PHN205,Murray,-34.20920576,142.13403061,10320984.09,4.0,4.0,5.0,2.0,4.0
Victorian Croatian Aged Care Services Inc,"38-46 Barton STREET, BELL PARK, VIC, 3215",BELL PARK,VIC,3215,201,Barwon-South Western,Residential,100,0,0,Victorian Croatian Aged Care Services Inc.,Community Based,Major Cities of Australia,1,21047,North Geelong - Bell Park,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.105769,144.333376,8494586.16,4.0,4.0,5.0,3.0,3.0
Western Port Bay Care Community,"30 The CRESCENT, TYABB, VIC, 3913",TYABB,VIC,3913,208,Southern Metro,Residential,100,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21385,Somerville,21402,Mornington Peninsula,Mornington Peninsula (S),25340,PHN203,South Eastern Melbourne,-38.263926,145.193553,7975601.98,4.0,4.0,4.0,3.0,3.0
Charles Brownlow Retirement Village,"157 South Valley ROAD, HIGHTON, VIC, 3216",HIGHTON,VIC,3216,201,Barwon-South Western,Residential,100,0,0,Ryman Aged Care (Australia) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21042,Highton,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.190063,144.31545,7868471.87,4.0,3.0,5.0,3.0,3.0
Bolton Clarke Greenview,"33-37 Mitcham ROAD, DONVALE, VIC, 3111",DONVALE,VIC,3111,202,Eastern Metro,Residential,101,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,21261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),24210,PHN202,Eastern Melbourne,-37.793446,145.176618,8593771.27,3.0,3.0,4.0,2.0,5.0
mecwacare John Atchison Centre,"312-318 Derrimut ROAD, HOPPERS CROSSING, VIC, 3029",HOPPERS CROSSING,VIC,3029,209,Western Metro,Residential,101,0,0,MECWA,Community Based,Major Cities of Australia,1,21361,Hoppers Crossing - North,21305,Wyndham,Wyndham (C),27260,PHN201,North Western Melbourne,-37.857742,144.686778,6414140.17,4.0,3.0,5.0,3.0,4.0
Campbell Place,"129 Coleman PARADE, GLEN WAVERLEY, VIC, 3150",GLEN WAVERLEY,VIC,3150,202,Eastern Metro,Residential,102,0,0,Australian Unity Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21322,Glen Waverley - West,21205,Monash,Monash (C),24970,PHN202,Eastern Melbourne,-37.87910001,145.15911217,8808270.82,4.0,3.0,5.0,3.0,4.0
Lynden Aged Care,"49 Lynden STREET, CAMBERWELL, VIC, 3124",CAMBERWELL,VIC,3124,202,Eastern Metro,Residential,102,0,0,Lynden Aged Care Association Inc,Community Based,Major Cities of Australia,1,21149,Camberwell,20701,Boroondara,Boroondara (C),21110,PHN202,Eastern Melbourne,-37.84180173,145.0869114,7437259.95,4.0,3.0,4.0,4.0,3.0
The Belmont Residential Aged Care,"235 High STREET, BELMONT, VIC, 3216",BELMONT,VIC,3216,201,Barwon-South Western,Residential,102,0,0,Western Residential Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21037,Belmont,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.1779266,144.3399375,8676230.55,4.0,4.0,5.0,2.0,4.0
Peninsula Grange Aged Care,"2 Booker AVENUE, MORNINGTON, VIC, 3931",MORNINGTON,VIC,3931,208,Southern Metro,Residential,102,0,0,Australian Unity Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21380,Mornington,21402,Mornington Peninsula,Mornington Peninsula (S),25340,PHN203,South Eastern Melbourne,-38.229657,145.069323,9708542.6,4.0,4.0,5.0,3.0,2.0
mecwacare Simon Price Centre,"13-25 Strabane AVENUE, MONT ALBERT NORTH, VIC, 3129",MONT ALBERT NORTH,VIC,3129,202,Eastern Metro,Residential,103,0,0,MECWA,Community Based,Major Cities of Australia,1,21164,Box Hill North,20703,Whitehorse - West,Whitehorse (C),26980,PHN202,Eastern Melbourne,-37.80752346,145.11305769,2680464.47,4.0,3.0,5.0,3.0,3.0
The Views at Heidelberg,"2-6 Lower Plenty ROAD, HEIDELBERG, VIC, 3084",HEIDELBERG,VIC,3084,207,Northern Metro,Residential,103,0,0,Anglican Aged Care Services Group,Religious,Major Cities of Australia,1,21198,Heidelberg - Rosanna,20901,Banyule,Banyule (C),20660,PHN202,Eastern Melbourne,-37.746992,145.05829,8396551.01,4.0,4.0,4.0,2.0,5.0
Multicultural Aged Care Services Geelong Inc,"100 Weddell ROAD, NORTH GEELONG, VIC, 3215",NORTH GEELONG,VIC,3215,201,Barwon-South Western,Residential,103,0,0,Multicultural Aged Care Services Geelong Inc,Community Based,Major Cities of Australia,1,21047,North Geelong - Bell Park,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.125865,144.347894,10232054.84,3.0,3.0,5.0,2.0,3.0
Estia Health Melton South,"34-42 Brooklyn ROAD, MELTON SOUTH, VIC, 3338",MELTON SOUTH,VIC,3338,209,Western Metro,Residential,103,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21357,Melton South,21304,Melton - Bacchus Marsh,Melton (C),24650,PHN201,North Western Melbourne,-37.7025253,144.57261603,11287331.02,4.0,4.0,5.0,3.0,3.0
Costa House,"1 Investigator AVENUE, LARA, VIC, 3212",LARA,VIC,3212,201,Barwon-South Western,Residential,103,0,0,Respect Group Limited,Charitable,Major Cities of Australia,1,21043,Lara,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.0260509,144.400776,9093067.05,3.0,3.0,4.0,3.0,3.0
Churches of Christ Arcadia Aged Care Service,"120 Mccracken STREET, ESSENDON, VIC, 3040",ESSENDON,VIC,3040,209,Western Metro,Residential,103,0,0,Churches of Christ in Queensland,Religious,Major Cities of Australia,1,21114,Essendon - Aberfeldie,20603,Essendon,Moonee Valley (C),25060,PHN201,North Western Melbourne,-37.74288876,144.90488538,9356822.71,4.0,4.0,5.0,3.0,4.0
Calvary Mirridong,"92-100 Mcivor ROAD, BENDIGO, VIC, 3550",BENDIGO,VIC,3550,206,Loddon-Mallee,Residential,104,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21018,Bendigo,20201,Bendigo,Greater Bendigo (C),22620,PHN205,Murray,-36.757978,144.2889286,9147050.53,4.0,4.0,5.0,3.0,3.0
Kardinia Parkside Care Community,"299 Latrobe TERRACE, GEELONG, VIC, 3220",GEELONG,VIC,3220,201,Barwon-South Western,Residential,104,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21039,Geelong,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.15213165,144.35207339,7791446.05,4.0,4.0,4.0,3.0,3.0
Uniting AgeWell Preston,"78 BRUCE STREET, PRESTON, VIC, 3072",PRESTON,VIC,3072,207,Northern Metro,Residential,104,0,0,Uniting Agewell Limited,Religious,Major Cities of Australia,1,21429,Preston - West,20902,Darebin - North,Darebin (C),21890,PHN201,North Western Melbourne,-37.741354,144.992402,9864417.07,4.0,4.0,5.0,4.0,5.0
BlueCross Broughtonlea,"9-17 Broughton ROAD, SURREY HILLS, VIC, 3127",SURREY HILLS,VIC,3127,202,Eastern Metro,Residential,104,0,0,Blue Cross Community Care Services Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21167,Surrey Hills (East) - Mont Albert,20703,Whitehorse - West,Whitehorse (C),26980,PHN202,Eastern Melbourne,-37.827812,145.104246,9634779.44,,,,,
Park Lane Croydon,"295 - 299 Maroondah HIGHWAY, CROYDON, VIC, 3136",CROYDON,VIC,3136,202,Eastern Metro,Residential,104,0,0,Norsan Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21265,Croydon Hills - Warranwood,21103,Maroondah,Maroondah (C),24410,PHN202,Eastern Melbourne,-37.781434,145.286509,8620810.14,4.0,4.0,5.0,4.0,3.0
Mooroopna Place Residential Aged Care Service,"30-50 Knight STREET, MOOROOPNA, VIC, 3629",MOOROOPNA,VIC,3629,205,Hume,Residential,105,0,0,Shepparton Retirement Villages Inc,Charitable,Inner Regional Australia,3,21415,Mooroopna,21603,Shepparton,Greater Shepparton (C),22830,PHN205,Murray,-36.38633715,145.35179237,10838631.91,3.0,3.0,5.0,1.0,3.0
Embracia in Reservoir,"65A Glasgow AVENUE, RESERVOIR, VIC, 3073",RESERVOIR,VIC,3073,207,Northern Metro,Residential,105,0,0,Embracia Victoria Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21208,Reservoir - West,20902,Darebin - North,Darebin (C),21890,PHN201,North Western Melbourne,-37.70337678,144.99893775,9384634.75,4.0,3.0,5.0,3.0,3.0
Victoria Grange Residential Aged Care Facility,"502-514 Burwood HIGHWAY, VERMONT SOUTH, VIC, 3133",VERMONT SOUTH,VIC,3133,202,Eastern Metro,Residential,105,0,0,Australian Unity Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21273,Vermont South,21104,Whitehorse - East,Whitehorse (C),26980,PHN202,Eastern Melbourne,-37.857157,145.185628,9422748.24,4.0,3.0,4.0,4.0,3.0
Calvary The Regent,"35-39 Regent STREET, MOUNT WAVERLEY, VIC, 3149",MOUNT WAVERLEY,VIC,3149,202,Eastern Metro,Residential,105,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21324,Mount Waverley - South,21205,Monash,Monash (C),24970,PHN202,Eastern Melbourne,-37.883053,145.136816,8266470.88,3.0,3.0,5.0,2.0,1.0
Baptcare Peninsula View Community,"24-28 Moorooduc HIGHWAY, FRANKSTON SOUTH, VIC, 3199",FRANKSTON SOUTH,VIC,3199,208,Southern Metro,Residential,106,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21373,Frankston South,21401,Frankston,Frankston (C),22170,PHN203,South Eastern Melbourne,-38.185216,145.140331,10675859.51,4.0,4.0,5.0,3.0,3.0
Regis Frankston,"93 Ashleigh AVENUE, FRANKSTON, VIC, 3199",FRANKSTON,VIC,3199,208,Southern Metro,Residential,106,0,0,Regis Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21372,Frankston North,21401,Frankston,Frankston (C),22170,PHN203,South Eastern Melbourne,-38.140431,145.14785,7630994.57,4.0,3.0,5.0,3.0,3.0
Hepburn House,"1 Hepburn ROAD, DAYLESFORD, VIC, 3460",DAYLESFORD,VIC,3460,204,Grampians,Residential,106,0,0,Daylesford Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,5,21011,Daylesford,20102,Creswick - Daylesford - Ballan,Hepburn (S),22910,PHN206,Western Victoria,-37.32946955,144.1453491,6914353.27,4.0,4.0,5.0,2.0,4.0
Regis Ontario,"382-404 Ontario AVENUE, MILDURA, VIC, 3500",MILDURA,VIC,3500,206,Loddon-Mallee,Residential,108,0,0,Regis Aged Care Pty Ltd,Private Incorporated Body,Outer Regional Australia,3,21470,Mildura - South,21502,Mildura,Mildura (RC),24780,PHN205,Murray,-34.19493398,142.1311547,12083474.23,3.0,3.0,5.0,1.0,3.0
Bupa Bellarine Lakes,"402 Bellarine HIGHWAY, MOOLAP, VIC, 3224",MOOLAP,VIC,3224,201,Barwon-South Western,Residential,108,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21045,Newcomb - Moolap,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.1805059,144.42673373,9385894.92,3.0,3.0,5.0,2.0,3.0
Doutta Galla Avondale Heights Aged Care Facility,"120 North ROAD, AVONDALE HEIGHTS, VIC, 3034",AVONDALE HEIGHTS,VIC,3034,209,Western Metro,Residential,108,0,0,Doutta Galla Aged Services Ltd,Charitable,Major Cities of Australia,1,21229,Keilor East,21001,Keilor,Moonee Valley (C),25060,PHN201,North Western Melbourne,-37.75727679,144.85202163,10055206.7,3.0,3.0,5.0,3.0,1.0
mecwacare Malvern Centre,"1245-1247 Malvern ROAD, MALVERN, VIC, 3144",MALVERN,VIC,3144,208,Southern Metro,Residential,108,0,0,MECWA,Community Based,Major Cities of Australia,1,21194,Malvern - Glen Iris,20804,Stonnington - East,Stonnington (C),26350,PHN203,South Eastern Melbourne,-37.85211635,145.0348738,6926082.62,4.0,3.0,5.0,3.0,4.0
Bolton Clarke Newmans on the Park,"33 Newmans ROAD, TEMPLESTOWE, VIC, 3106",TEMPLESTOWE,VIC,3106,202,Eastern Metro,Residential,108,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,21159,Templestowe,20702,Manningham - West,Manningham (C),24210,PHN202,Eastern Melbourne,-37.751731,145.15301,9411446.3,,,4.0,4.0,4.0
Mercy Place Colac,"83-99 Queen STREET, COLAC, VIC, 3250",COLAC,VIC,3250,201,Barwon-South Western,Residential,109,0,0,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,4,21472,Colac,21703,Colac - Corangamite,Colac-Otway (S),21750,PHN206,Western Victoria,-38.34374761,143.59191921,10772383.4,3.0,4.0,4.0,2.0,2.0
Mayflower Reservoir,"56 Elliot STREET, RESERVOIR, VIC, 3073",RESERVOIR,VIC,3073,207,Northern Metro,Residential,110,0,0,Mayflower Reservoir,Charitable,Major Cities of Australia,1,21208,Reservoir - West,20902,Darebin - North,Darebin (C),21890,PHN201,North Western Melbourne,-37.70453929,144.99497689,10405971.22,4.0,3.0,4.0,3.0,5.0
Havilah Hostel,"11 Harkness STREET, MARYBOROUGH, VIC, 3465",MARYBOROUGH,VIC,3465,206,Loddon-Mallee,Residential,110,0,0,Havilah Hostel Inc,Community Based,Inner Regional Australia,4,21016,Maryborough (Vic.),20103,Maryborough - Pyrenees,Central Goldfields (S),21670,PHN206,Western Victoria,-37.03865075,143.74339306,10521578.6,3.0,3.0,5.0,2.0,3.0
Calvary Balmoral Grove,"24-34 Smith STREET, GROVEDALE, VIC, 3216",GROVEDALE,VIC,3216,201,Barwon-South Western,Residential,110,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21041,Grovedale,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.20174825,144.344571,8780633.81,3.0,3.0,4.0,3.0,3.0
Inverloch Coast Care Community,"119 Cashin STREET, INVERLOCH, VIC, 3996",INVERLOCH,VIC,3996,203,Gippsland,Residential,110,0,0,DPG Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,4,21093,Wonthaggi - Inverloch,20503,Gippsland - South West,Bass Coast (S),20740,PHN204,Gippsland,-38.6284979,145.7168532,10828487.94,4.0,4.0,5.0,2.0,3.0
Hope Aged Care Brunswick,"34 Lux WAY, BRUNSWICK, VIC, 3056",BRUNSWICK,VIC,3056,207,Northern Metro,Residential,110,0,0,Sixth Eastway Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21105,Brunswick,20601,Brunswick - Coburg,Moreland (C),25250,PHN201,North Western Melbourne,-37.76557543,144.95962373,9980476.5,4.0,3.0,5.0,3.0,4.0
Estia Health Oakleigh East,"23A Elizabeth STREET, OAKLEIGH, VIC, 3166",OAKLEIGH,VIC,3166,202,Eastern Metro,Residential,110,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21326,Oakleigh - Huntingdale,21205,Monash,Monash (C),24970,PHN202,Eastern Melbourne,-37.898382,145.109746,10584408.92,4.0,3.0,5.0,4.0,3.0
Mercy Place Wyndham,"39 DEUTGAM STREET, WERRIBEE, VIC, 3030",WERRIBEE,VIC,3030,209,Western Metro,Residential,110,0,0,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,1,21368,Werribee - South,21305,Wyndham,Wyndham (C),27260,PHN201,North Western Melbourne,-37.90819019,144.65719734,9031755.42,3.0,3.0,4.0,3.0,3.0
Kirkbrae Kilsyth Nursing Home,"794 Mt Dandenong ROAD, KILSYTH, VIC, 3137",KILSYTH,VIC,3137,202,Eastern Metro,Residential,110,0,0,Presbyterian Care Victoria Ltd,Charitable,Major Cities of Australia,1,21280,Montrose,21105,Yarra Ranges,Yarra Ranges (S),27450,PHN202,Eastern Melbourne,-37.809911,145.331096,7333575.64,,,,3.0,5.0
Calvary Scottvale,"71 Scott STREET, DANDENONG, VIC, 3175",DANDENONG,VIC,3175,208,Southern Metro,Residential,110,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21311,Dandenong,21204,Dandenong,Greater Dandenong (C),22670,PHN203,South Eastern Melbourne,-37.98586176,145.20562288,8099870.79,3.0,3.0,5.0,3.0,2.0
Drysdale Grove,"33-37 Wyndham STREET, DRYSDALE, VIC, 3222",DRYSDALE,VIC,3222,201,Barwon-South Western,Residential,110,0,0,Drysdale Aged Care Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21048,Clifton Springs,20303,Surf Coast - Bellarine Peninsula,Greater Geelong (C),22750,PHN206,Western Victoria,-38.17284355,144.56775923,9264076.74,3.0,3.0,4.0,2.0,3.0
Mercy Place East Melbourne,"22 Verona LANE, EAST MELBOURNE, VIC, 3002",EAST MELBOURNE,VIC,3002,209,Western Metro,Residential,110,0,0,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,1,21119,East Melbourne,20604,Melbourne City,Melbourne (C),24600,PHN201,North Western Melbourne,-37.81238564,144.98417315,9789286.47,4.0,3.0,4.0,3.0,5.0
Arcare Caulfield,"141 Kooyong ROAD, CAULFIELD NORTH, VIC, 3161",CAULFIELD NORTH,VIC,3161,208,Southern Metro,Residential,110,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21177,Caulfield - North,20802,Glen Eira,Glen Eira (C),22310,PHN203,South Eastern Melbourne,-37.873832,145.017107,8854604.42,4.0,3.0,5.0,3.0,3.0
Benetas Dalkeith Gardens,"49-53 Hazelwood ROAD, TRARALGON, VIC, 3844",TRARALGON,VIC,3844,203,Gippsland,Residential,112,0,0,Anglican Aged Care Services Group,Religious,Inner Regional Australia,3,21097,Traralgon,20504,Latrobe Valley,Latrobe (C) (Vic.),23810,PHN204,Gippsland,-38.210865,146.521642,9521626.79,4.0,4.0,4.0,3.0,5.0
BlueCross Cresthaven,"235 WAVERLEY ROAD, MALVERN EAST, VIC, 3145",MALVERN EAST,VIC,3145,208,Southern Metro,Residential,112,0,0,Blue Cross Community Care Services Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21195,Malvern East,20804,Stonnington - East,Stonnington (C),26350,PHN203,South Eastern Melbourne,-37.87821409,145.06662521,9508952.44,,,,,
Belmont Grange,"34 Church STREET, GROVEDALE, VIC, 3216",GROVEDALE,VIC,3216,201,Barwon-South Western,Residential,112,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21041,Grovedale,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.19636551,144.3380051,5993105.56,4.0,4.0,5.0,2.0,3.0
Warrandyte Gardens Care Community,"205 Warrandyte ROAD, RINGWOOD NORTH, VIC, 3134",RINGWOOD NORTH,VIC,3134,202,Eastern Metro,Residential,112,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21268,Ringwood North,21103,Maroondah,Maroondah (C),24410,PHN202,Eastern Melbourne,-37.792197,145.23537,10720236.6,4.0,3.0,5.0,3.0,4.0
Trinity Manor Greensborough,"226-230 Elder STREET, GREENSBOROUGH, VIC, 3088",GREENSBOROUGH,VIC,3088,207,Northern Metro,Residential,112,0,0,Trinity Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21197,Greensborough,20901,Banyule,Banyule (C),20660,PHN202,Eastern Melbourne,-37.717336,145.105174,5963654.33,4.0,3.0,5.0,4.0,5.0
Bupa Woodend,"2 Sullivans ROAD, WOODEND, VIC, 3442",WOODEND,VIC,3442,206,Loddon-Mallee,Residential,113,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,5,21031,Woodend,20202,Heathcote - Castlemaine - Kyneton,Macedon Ranges (S),24130,PHN205,Murray,-37.36303883,144.53548395,9504391.46,4.0,3.0,5.0,2.0,5.0
Calvary Kirralee,"207-213 Richard STREET, BALLARAT, VIC, 3350",BALLARAT,VIC,3350,204,Grampians,Residential,113,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21003,Ballarat - North,20101,Ballarat,Ballarat (C),20570,PHN206,Western Victoria,-37.566433,143.89006,8976033.03,3.0,3.0,5.0,2.0,3.0
Bolton Clarke Sutton Park,"126-134 Exford ROAD, MELTON SOUTH, VIC, 3338",MELTON SOUTH,VIC,3338,209,Western Metro,Residential,113,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,21357,Melton South,21304,Melton - Bacchus Marsh,Melton (C),24650,PHN201,North Western Melbourne,-37.71585236,144.57293971,11958733.49,3.0,3.0,4.0,3.0,4.0
Mercy Place Ballarat,"60 Corbett STREET, BALLARAT EAST, VIC, 3350",BALLARAT EAST,VIC,3350,204,Grampians,Residential,114,0,0,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,2,21003,Ballarat - North,20101,Ballarat,Ballarat (C),20570,PHN206,Western Victoria,-37.560156,143.873495,9989222.88,4.0,4.0,4.0,4.0,3.0
John Flynn Retirement Village,"6 Foundation BOULEVARD, BURWOOD EAST, VIC, 3151",BURWOOD EAST,VIC,3151,202,Eastern Metro,Residential,114,0,0,Ryman Aged Care (Australia) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21166,Burwood East,20703,Whitehorse - West,Whitehorse (C),26980,PHN202,Eastern Melbourne,-37.851058,145.135386,7497102.24,4.0,3.0,5.0,3.0,4.0
Bupa Wodonga,"11-19 Melrose DRIVE, WODONGA, VIC, 3690",WODONGA,VIC,3690,205,Hume,Residential,116,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21073,West Wodonga,20403,Wodonga - Alpine,Wodonga (C),27170,PHN205,Murray,-36.116456,146.868092,10357518.76,3.0,3.0,3.0,2.0,4.0
Lifeview Willow Wood,"135 Duff STREET, CRANBOURNE, VIC, 3977",CRANBOURNE,VIC,3977,208,Southern Metro,Residential,116,0,0,Farwell Nominees Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21304,Cranbourne West,21203,Casey - South,Casey (C),21610,PHN203,South Eastern Melbourne,-38.102351,145.265376,12155403.08,4.0,4.0,5.0,2.0,3.0
BSL Aged Care - Clifton Hill,"160 Gold STREET, CLIFTON HILL, VIC, 3068",CLIFTON HILL,VIC,3068,207,Northern Metro,Residential,117,0,0,Brotherhood of St Laurence,Religious,Major Cities of Australia,1,21145,Yarra - North,20607,Yarra,Yarra (C),27350,PHN201,North Western Melbourne,-37.792541,144.990451,14458535.85,4.0,2.0,5.0,5.0,5.0
Arcare Templestowe,"75 King STREET, TEMPLESTOWE, VIC, 3106",TEMPLESTOWE,VIC,3106,202,Eastern Metro,Residential,117,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21159,Templestowe,20702,Manningham - West,Manningham (C),24210,PHN202,Eastern Melbourne,-37.773429,145.153978,10082570.53,3.0,3.0,4.0,3.0,1.0
Keilor East Manor Care Community,"188A Sterling DRIVE, KEILOR EAST, VIC, 3033",KEILOR EAST,VIC,3033,209,Western Metro,Residential,118,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21229,Keilor East,21001,Keilor,Moonee Valley (C),25060,PHN201,North Western Melbourne,-37.744664,144.849696,5446958.51,3.0,2.0,4.0,3.0,3.0
Benetas Colton Close,"1-19 York STREET, GLENROY, VIC, 3046",GLENROY,VIC,3046,207,Northern Metro,Residential,118,0,0,Anglican Aged Care Services Group,Religious,Major Cities of Australia,1,21438,Glenroy,21003,Moreland - North,Moreland (C),25250,PHN201,North Western Melbourne,-37.70536179,144.91128132,8621692.52,4.0,3.0,5.0,3.0,4.0
Craigcare Mornington,"688 Nepean HIGHWAY, MOUNT MARTHA, VIC, 3934",MOUNT MARTHA,VIC,3934,208,Southern Metro,Residential,118,0,0,Glenn-Craig Villages Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21382,Mount Martha,21402,Mornington Peninsula,Mornington Peninsula (S),25340,PHN203,South Eastern Melbourne,-38.251336,145.037024,8094650.99,4.0,5.0,5.0,2.0,4.0
Tabulam & Templer Home for the Aged,"31-41 Elizabeth STREET, BAYSWATER, VIC, 3153",BAYSWATER,VIC,3153,202,Eastern Metro,Residential,118,0,0,Tabulam & Templer Homes for the Aged Inc,Community Based,Major Cities of Australia,1,21251,Bayswater,21101,Knox,Knox (C),23670,PHN202,Eastern Melbourne,-37.8552364,145.26252008,10486221.26,4.0,4.0,5.0,3.0,3.0
Point Cook Manor,"9 Hewett DRIVE, POINT COOK, VIC, 3030",POINT COOK,VIC,3030,209,Western Metro,Residential,118,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21465,Point Cook - North,21305,Wyndham,Wyndham (C),27260,PHN201,North Western Melbourne,-37.891946,144.725371,11721868.04,3.0,4.0,4.0,1.0,4.0
Millhaven Lodge,"54-64 Princes HIGHWAY, PAKENHAM, VIC, 3810",PAKENHAM,VIC,3810,208,Southern Metro,Residential,119,0,0,Pakenham & District Hospital Inc,Community Based,Major Cities of Australia,1,21292,Pakenham - South,21201,Cardinia,Cardinia (S),21450,PHN203,South Eastern Melbourne,-38.072374,145.480334,11033182.42,3.0,4.0,4.0,1.0,3.0
